,Are you self-employed?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,company_size,age_class
1234,0,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,4,Maybe,Maybe,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat not open,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,37,Male,United States of America,New Mexico,United States of America,New Mexico,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Always,4,3
1235,0,1.0,1.0,Yes,Yes,No,No,I don't know,0,Yes,No,Maybe,Maybe,No,No,1,Maybe,No,Maybe,"Yes, they do",Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,41,Genderqueer/Other,United States of America,Wisconsin,United States of America,Wisconsin,Front-end Developer|Designer,Always,4,4
1236,0,1.0,1.0,Yes,Yes,No,No,I don't know,3,No,No,No,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat not open,No,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,30,Female,United States of America,California,United States of America,California,Front-end Developer,Sometimes,3,3
1237,0,1.0,1.0,Yes,I am not sure,No,No,I don't know,4,Maybe,No,No,Maybe,I don't know,No,0,Yes,Maybe,Maybe,"Yes, I think they would",Somewhat open,Maybe,No,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,28,Male,United States of America,Maryland,United States of America,Maryland,Supervisor/Team Lead,Sometimes,3,2
1238,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,Maybe,No,Maybe,No,No,No,0,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Oregon,United States of America,Oregon,Back-end Developer,Sometimes,6,2
1240,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,5,Maybe,No,No,No,I don't know,No,1,Maybe,No,Maybe,"No, I don't think they would",Not open at all,Yes,Yes,Yes,Yes,Yes,No,1,Not applicable to me,Sometimes,22,Male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,2,2
1241,0,1.0,1.0,Yes,No,No,I don't know,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,Maybe,No,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Massachusetts,United States of America,Massachusetts,Supervisor/Team Lead,Sometimes,3,3
1242,0,1.0,1.0,No,I am not sure,No,No,No,4,Maybe,Maybe,No,No,No,No,1,Yes,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,29,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,3,2
1243,0,1.0,1.0,No,No,No,No,I don't know,2,Maybe,Maybe,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,33,Male,Israel,,Israel,,Supervisor/Team Lead|Back-end Developer,Never,4,3
1244,0,1.0,1.0,I don't know,No,No,No,I don't know,1,Maybe,No,Maybe,Maybe,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Very open,Yes,No,No,No,No,No,1,Sometimes,Rarely,37,Male,Germany,,Germany,,Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes,4,3
1245,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,No,No,Maybe,Maybe,Yes,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Maybe,No,No,Maybe,No,0,Not applicable to me,Not applicable to me,42,Male,United States of America,Texas,United States of America,Texas,Back-end Developer,Always,4,4
1246,0,1.0,1.0,I don't know,No,No,No,Yes,2,Yes,Yes,Yes,Yes,No,No,1,No,No,"Yes, I think it would",Maybe,Somewhat open,Yes,No,Yes,Yes,Yes,Yes,1,Often,Often,31,Male,United Kingdom,,United Kingdom,,Other,Never,2,3
1249,0,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,0,Maybe,Maybe,Maybe,Maybe,Yes,No,1,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,29,Male,Canada,,Canada,,Full track,Never,3,2
1250,0,1.0,1.0,Yes,Yes,No,No,I don't know,1,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,No,Yes,Yes,Yes,1,Sometimes,Often,40,Male,United States of America,Iowa,United States of America,Iowa,Back-end Developer,Sometimes,6,4
1251,0,1.0,1.0,I don't know,No,No,I don't know,Yes,2,Maybe,Maybe,Maybe,Yes,Yes,No,1,Maybe,Maybe,Maybe,"No, they do not",Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,46,Female,Netherlands,,Netherlands,,Executive Leadership,Sometimes,3,4
1253,0,0.0,0.0,Yes,No,Yes,I don't know,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,Maybe,Maybe,No,0,Sometimes,Sometimes,43,Male,Denmark,,Denmark,,Back-end Developer,Sometimes,4,4
1255,0,1.0,1.0,No,No,No,No,I don't know,0,Yes,No,No,No,I don't know,Yes,1,No,No,"Yes, it has","Yes, they do",Not applicable to me (I do not have a mental illness),Yes,Yes,No,Maybe,Maybe,No,0,Rarely,Rarely,32,Male,United Kingdom,,United Kingdom,,DevOps/SysAdmin|Support|Back-end Developer|One-person shop|Front-end Developer,Sometimes,2,3
1257,0,1.0,1.0,Yes,Yes,No,Yes,I don't know,1,Maybe,No,Maybe,No,I don't know,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,40,Male,Netherlands,,Netherlands,,Executive Leadership,Sometimes,6,4
1258,0,0.0,0.0,No,I am not sure,No,No,I don't know,3,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat not open,Maybe,Maybe,I don't know,Yes,Yes,Yes,1,Sometimes,Often,38,Male,Germany,,Germany,,DevOps/SysAdmin,Never,3,3
1259,0,1.0,1.0,No,I am not sure,No,No,I don't know,5,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,"Yes, it has",Maybe,Somewhat open,Yes,Maybe,I don't know,Yes,Yes,Yes,1,Sometimes,Often,32,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,4,3
1260,0,0.0,0.0,I don't know,I am not sure,No,No,No,4,Yes,Maybe,No,No,No,No,0,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,No,Yes,Maybe,No,0,Sometimes,Sometimes,37,Male,Mexico,,Mexico,,DevOps/SysAdmin|Support,Sometimes,6,3
1263,0,1.0,1.0,No,No,No,No,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,24,Male,United States of America,Minnesota,United States of America,Minnesota,Dev Evangelist/Advocate|DevOps/SysAdmin|Designer|Front-end Developer|Back-end Developer,Sometimes,2,2
1264,0,0.0,0.0,I don't know,I am not sure,No,No,I don't know,5,Yes,No,No,No,No,No,1,Maybe,No,Maybe,Maybe,Somewhat open,Maybe,Maybe,Yes,No,No,No,1,Not applicable to me,Not applicable to me,34,Female,United States of America,Ohio,United States of America,Ohio,Other,Sometimes,6,3
1266,0,0.0,0.0,Yes,Yes,No,Yes,I don't know,3,No,No,Maybe,Maybe,I don't know,No,1,Yes,No,Maybe,Maybe,Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Often,32,Male,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Sometimes,4,3
1267,0,1.0,1.0,No,I am not sure,No,No,I don't know,1,Maybe,Maybe,No,No,I don't know,Yes,1,No,No,Maybe,"No, I don't think they would",Neutral,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,29,Male,Romania,,Romania,,Full track,Never,1,2
1268,0,1.0,1.0,Not eligible for coverage / N/A,No,I don't know,I don't know,I don't know,1,No,No,Maybe,Maybe,I don't know,No,0,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,20,Male,United States of America,Massachusetts,United States of America,Massachusetts,Other|DevOps/SysAdmin|Back-end Developer,Sometimes,6,2
1269,0,0.0,0.0,Yes,Yes,Yes,No,Yes,4,Maybe,No,Maybe,Yes,No,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,41,Male,United States of America,Utah,United States of America,Utah,Supervisor/Team Lead,Sometimes,6,4
1270,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Sometimes,33,Female,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Sometimes,2,3
1271,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,2,No,No,Maybe,Yes,Yes,No,1,Yes,No,"Yes, I think it would","No, I don't think they would",Very open,No,Maybe,Yes,Yes,Maybe,Yes,1,Often,Often,25,Male,United States of America,California,United States of America,California,Back-end Developer|DevOps/SysAdmin,Sometimes,3,2
1273,0,1.0,1.0,Yes,I am not sure,Yes,No,Yes,4,Yes,No,Yes,Yes,No,Yes,1,Yes,No,Maybe,"No, they do not",Very open,Yes,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,Genderqueer/Other,United States of America,California,United States of America,California,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes,6,2
1274,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,No,No,Yes,Yes,I don't know,No,1,No,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,Yes,Yes,Yes,0,Never,Rarely,39,Male,United States of America,Colorado,United States of America,Colorado,Back-end Developer,Sometimes,4,3
1275,0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,2,Maybe,No,No,No,Yes,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,39,Male,United Kingdom,,United Kingdom,,Executive Leadership,Sometimes,5,3
1278,0,1.0,1.0,No,I am not sure,No,No,I don't know,2,Maybe,Maybe,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Neutral,No,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,Denmark,,Denmark,,Back-end Developer,Sometimes,2,3
1279,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,37,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|Back-end Developer|One-person shop,Always,1,3
1280,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,4,Maybe,No,Maybe,Maybe,No,No,1,Yes,No,"Yes, I think it would","No, I don't think they would",Very open,Yes,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Not applicable to me,42,Male,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Sometimes,2,4
1282,0,0.0,0.0,I don't know,I am not sure,No,No,I don't know,0,Maybe,No,No,Maybe,No,No,1,No,No,"Yes, I think it would",Maybe,Somewhat not open,Maybe,Maybe,Yes,Yes,No,Yes,1,Rarely,Sometimes,30,Male,United States of America,North Carolina,United States of America,North Carolina,Full track,Never,3,3
1283,0,1.0,1.0,Yes,No,No,I don't know,I don't know,0,No,No,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,30,Male,Canada,,Canada,,Front-end Developer,Always,6,3
1284,0,1.0,1.0,Yes,No,No,No,I don't know,5,Yes,No,Maybe,No,I don't know,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,Yes,No,1,Not applicable to me,Not applicable to me,33,Male,United States of America,Illinois,United States of America,Illinois,Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer,Sometimes,3,3
1285,0,0.0,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,3,Maybe,Maybe,Maybe,No,I don't know,No,1,Yes,Yes,Maybe,Maybe,Very open,Yes,Yes,I don't know,No,Maybe,No,1,Not applicable to me,Not applicable to me,31,Male,United States of America,Illinois,United States of America,Illinois,Other,Never,6,3
1286,0,0.0,0.0,Yes,Yes,No,No,Yes,4,Yes,Yes,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,39,Female,United States of America,Ohio,United States of America,Ohio,Supervisor/Team Lead|Front-end Developer|Designer,Sometimes,6,3
1287,0,0.0,0.0,No,No,No,No,Yes,0,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,"Yes, it has","No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Sometimes,Often,27,Male,Germany,,Germany,,Back-end Developer,Never,3,2
1289,0,1.0,1.0,No,I am not sure,No,No,I don't know,0,Maybe,Maybe,No,No,No,No,1,Yes,Yes,Maybe,Maybe,Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Florida,United States of America,Florida,Support|Front-end Developer|Back-end Developer,Sometimes,2,3
1290,0,1.0,1.0,Yes,Yes,No,I don't know,I don't know,5,Maybe,No,Maybe,No,No,No,1,Maybe,No,Maybe,Maybe,Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,30,Female,United States of America,Michigan,United States of America,California,Other|Supervisor/Team Lead,Always,6,3
1291,0,1.0,1.0,Yes,No,Yes,No,Yes,1,No,No,Maybe,Yes,Yes,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,Maybe,No,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,34,Male,United States of America,Ohio,United States of America,Illinois,Back-end Developer,Sometimes,3,3
1292,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,3,Maybe,No,Maybe,No,I don't know,No,0,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat not open,Maybe,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,20,Genderqueer/Other,Canada,,Canada,,Back-end Developer,Never,2,2
1294,0,1.0,1.0,I don't know,No,No,No,I don't know,4,Maybe,Maybe,No,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Not open at all,Maybe,Yes,Yes,Yes,Maybe,Yes,1,Sometimes,Often,50,Female,United States of America,Utah,United States of America,Utah,Other,Sometimes,6,5
1295,0,0.0,0.0,No,No,No,No,No,5,Yes,Yes,No,No,I don't know,No,0,No,No,"Yes, it has","Yes, they do",Not open at all,No,Maybe,Yes,No,Yes,No,0,Often,Often,22,Male,United States of America,California,United States of America,California,Sales,Never,1,2
1296,0,1.0,1.0,Yes,Yes,No,No,I don't know,2,Maybe,No,No,Maybe,I don't know,No,1,No,No,Maybe,Maybe,Somewhat open,Maybe,Maybe,I don't know,Maybe,Maybe,No,1,Sometimes,Not applicable to me,41,Male,Spain,,Spain,,Executive Leadership,Sometimes,4,4
1297,0,1.0,1.0,No,No,No,No,I don't know,2,No,No,Maybe,No,I don't know,No,1,No,No,Maybe,Maybe,Neutral,No,Maybe,No,No,Maybe,No,0,Sometimes,Sometimes,37,Male,Germany,,Germany,,DevOps/SysAdmin,Sometimes,3,3
1298,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,No,No,No,Maybe,Yes,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,32,Male,United States of America,Texas,United States of America,Texas,Back-end Developer,Sometimes,4,3
1300,0,1.0,1.0,Yes,No,Yes,I don't know,Yes,2,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,"No, they do not",Very open,No,Maybe,Yes,Maybe,Yes,No,0,Rarely,Rarely,38,Male,Netherlands,,Netherlands,,Back-end Developer,Never,2,3
1302,0,1.0,1.0,Yes,I am not sure,No,No,I don't know,0,Maybe,No,No,No,I don't know,No,1,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,27,Male,United States of America,Colorado,United States of America,Colorado,Front-end Developer,Sometimes,2,2
1303,0,0.0,0.0,No,I am not sure,No,I don't know,No,5,Yes,Maybe,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,37,Female,United States of America,Louisiana,United States of America,Louisiana,Support,Sometimes,1,3
1306,0,0.0,0.0,I don't know,No,No,No,I don't know,5,Yes,Yes,Maybe,Yes,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,30,Female,United States of America,New York,United States of America,New York,Back-end Developer,Sometimes,2,3
1307,0,1.0,1.0,No,No,No,I don't know,I don't know,4,Yes,No,No,No,I don't know,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,21,Male,United States of America,Tennessee,United States of America,Tennessee,Other,Sometimes,6,2
1308,0,0.0,0.0,I don't know,I am not sure,No,Yes,I don't know,3,Maybe,No,No,No,No,No,1,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat not open,Yes,No,I don't know,Yes,Maybe,Yes,1,Rarely,Often,21,Male,United States of America,Massachusetts,United States of America,New York,Other,Sometimes,6,2
1310,0,0.0,0.0,Yes,I am not sure,Yes,Yes,Yes,2,Maybe,Maybe,No,No,I don't know,No,0,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,46,Male,United States of America,Missouri,United States of America,Missouri,DevOps/SysAdmin,Sometimes,6,4
1311,0,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,2,No,No,Yes,Yes,No,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Very open,Maybe,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,28,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes,5,2
1312,0,0.0,0.0,Yes,No,No,No,Yes,0,Yes,Yes,No,No,No,Yes,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,Yes,Yes,1,Often,Often,26,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Support|Back-end Developer|Front-end Developer|Designer,Never,4,2
1314,0,1.0,1.0,Yes,I am not sure,I don't know,Yes,Yes,3,Yes,Yes,No,No,I don't know,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,44,Male,United States of America,Ohio,United States of America,Ohio,Support,Sometimes,6,4
1316,0,1.0,1.0,I don't know,I am not sure,I don't know,No,I don't know,2,Maybe,No,Yes,Yes,Yes,No,1,Yes,Maybe,Maybe,Maybe,Neutral,Maybe,Maybe,I don't know,No,No,No,1,Not applicable to me,Not applicable to me,35,Female,United States of America,Massachusetts,United States of America,Massachusetts,Front-end Developer,Always,1,3
1317,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,0,No,No,Maybe,Yes,I don't know,No,1,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,39,Male,United States of America,Michigan,United States of America,Michigan,Back-end Developer,Never,3,3
1318,0,0.0,0.0,I don't know,I am not sure,I don't know,I don't know,I don't know,0,Maybe,No,No,Maybe,I don't know,No,1,Yes,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,Maybe,No,Yes,No,Yes,1,Not applicable to me,Not applicable to me,37,Female,United States of America,Connecticut,United States of America,Connecticut,Back-end Developer,Sometimes,6,3
1319,0,0.0,0.0,No,No,No,No,I don't know,3,Maybe,Maybe,No,No,I don't know,No,1,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,United States of America,Florida,United States of America,Florida,Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|One-person shop,Sometimes,4,3
1320,0,1.0,1.0,Yes,Yes,No,I don't know,Yes,4,Yes,Maybe,No,No,I don't know,No,0,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Not applicable to me,29,Female,United States of America,New York,United States of America,New York,Supervisor/Team Lead,Never,6,2
1322,0,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,3,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,"Yes, I think it would",Maybe,Very open,No,Maybe,I don't know,Yes,Yes,Yes,1,Rarely,Often,21,Male,United States of America,Virginia,United States of America,Virginia,Full track,Sometimes,3,2
1323,0,1.0,1.0,Yes,Yes,No,Yes,Yes,5,Yes,Maybe,Maybe,Maybe,No,No,1,Yes,No,Maybe,"No, I don't think they would",Somewhat open,Yes,No,Yes,Yes,Maybe,Yes,1,Sometimes,Often,26,Female,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes,3,2
1324,0,1.0,1.0,Yes,I am not sure,Yes,No,Yes,2,No,No,Yes,Yes,No,No,1,No,No,Maybe,"No, I don't think they would",Neutral,No,Maybe,Yes,Maybe,Maybe,Yes,1,Sometimes,Often,35,Male,Germany,,Germany,,Supervisor/Team Lead,Never,4,3
1325,0,0.0,0.0,Yes,Yes,Yes,Yes,I don't know,2,Maybe,Maybe,Yes,Yes,Yes,No,1,No,No,"No, it has not","No, I don't think they would",Somewhat open,Yes,Yes,No,Yes,Yes,Yes,1,Never,Often,56,Male,United States of America,Missouri,United States of America,Missouri,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes,4,5
1328,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,2,Maybe,No,Yes,Yes,Yes,No,0,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,24,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,3,2
1329,0,1.0,1.0,No,I am not sure,No,No,I don't know,2,Yes,Maybe,No,No,I don't know,No,1,No,No,"Yes, it has",Maybe,Not open at all,Maybe,Maybe,No,Yes,Yes,No,0,Sometimes,Often,37,Male,Ireland,,Ireland,,Back-end Developer,Never,6,3
